id	value
12423	astor piazzolla
12424	saturated
12425	motorhome
12426	facades
12427	flag
12428	golden raspberry (worst actor)
12429	parents
12430	elephant
12431	starryeyed
12432	truant
12433	illness
12434	clockwork devices
12435	cooperation
12436	eva braun
12437	illegal martial arts tournament
12438	photosensitivity
12439	transition
12440	extrasensory visual capacity
12441	dead dog
12442	squire
12443	saving face
12444	memory guy
12445	brutality
12446	womens auxiliary corps (lotta)
12447	vomitinducing
12448	divine vs worldly
12449	broomstick
12450	fantasia
12452	schoolyard fight
12453	child selling
12454	society
12455	spring
12456	forgiveness
12457	fashion clothing
12459	numbers
12460	even worse than eragon
12461	imprisonment
12462	beneficence
12463	field
12464	gluttony
12465	unsociable people
12466	safe (for valuables)
12467	messenger
12468	bathroom
12469	owls
12470	folk tale
12471	hoax
12472	cerebral palsy
12473	child soldiers
12474	see: frida
12475	art patron
12476	weaponsmith
12477	borneo
12478	hitler youth (hj)
12479	texan
12480	expelled from school
12481	bad casting
12482	militia
12484	camp was shut down
12485	ventriloquist
12486	correctional treatment
12487	mentally impaired
12488	wheelchair badass
12489	bikers
12490	homosexual undertones
12491	intertribal marriage
12492	inauthentic
12493	noriko trilogy
12494	subterranean
12495	antireligious
12496	guardian
12497	governor
12498	walpurgis night
12499	distinctive
12500	circular
12501	topic:propaganda
12502	right wing
12503	cocacola
12504	most overrated movie ever
12505	based on autobiography
12507	families in crisis
12508	street children
12509	underground economy
12510	mayor
12511	subgenre: heroic bloodshed
12512	liquor store
12514	sailing ships
12515	shop (establishment)
12516	persians
12517	causality
12518	barbershop
12519	tea
12520	charity
12521	cannon
12522	religious bigotry
12523	speakeasy
12524	history of disability
12525	teenage girl
12526	model railroading
12527	obedience
12529	oldschoolish
12530	assembly line
12531	westernization
12532	lust for power
12533	routines
12534	beetle
12535	family roles
12536	gay samurai
12537	psychic
12538	julio medem
12539	mahatma gandhi
12541	sanitarium
12542	superficial
12543	mental
12544	forgery
12545	new beginning
12546	filmifriikki
12547	show me
12548	beautifully enigmatic
12550	actor talks to audience
12551	galactic
12552	prime directive
12553	search
12554	iceburg
12555	romulan
12556	recluse
12559	merlin
12560	mars
12561	fixer
12562	flash forward
12563	fall of superheros
12564	little
12600	actress from nathalie
12603	typically tarantino
12607	director of english patient
12612	tom hanks gay
12614	empty house
12627	but long
12630	enkheim
12631	happyending
12632	president assasination
12633	chatting
12635	buddhist monks
12636	tearful ending
12637	awful accent
12638	who done it
12639	turntablism
12641	canadian
12642	80s soundtrack
12644	great heroine
12646	not funny bad remake
12647	timur bekmambetov
12648	pablo neruda
12649	mind power
12650	life choices
12651	spiritual search
12652	antiviolence
12653	piss funny
12655	not terrible
12658	old and funny
12659	good grits
12660	uwe boll
12662	good directing by denzel
12664	love lt dan
12665	jp is great
12666	great war depiction
12667	crowe did it again
12670	one toms better movies
12671	love krum
12672	crowes best
12673	my favorite movie
12674	hate jim carrey
12675	book is better
12679	illegal art
12680	unintentional kitsch
12681	a must see
12682	esoteric plotlines
12683	wurstsalat
12684	jack kerouac
12685	avant garde
12686	short film
12687	beat generation
12689	rewatch for rating
12690	not a film
12691	drop rating to 4
12692	never want to see
12694	drug
12695	but amazing swordaction
12697	bit too long
12698	seen with benoit
12700	burtonesk
12702	tad overacting
12704	american indian
12705	alistair maclean
12713	drawing room
12714	period period
12717	william faulkner
12719	law court
12720	porno industry
12721	choderlos de laclos
12722	sphaghetti western
12724	anne tyler
12725	immigration comedy
12728	road picture
12730	ethnic comedy
12731	fennimore cooper
12733	cop
12734	volcano
12735	weather
12737	must see stoned
12738	not very scary
12739	sometimes scary
12740	ia
12741	nintendo
12742	bad guy
12743	first robots
12744	doc
12747	burton repeats himself
12748	rachel weisz cant act
12749	contrived
12750	heavyhanded
12751	fascinating study of funny
12752	a few great sequences
12753	dull incoherent childish
12755	bah
12756	henry woolf
12757	bill condon
12760	armin shimerman
12762	british sketch comedy
12763	nathan lane
12764	monte
12765	yay pie
12767	rene auberjonois
12768	awful dirty harry ripoff
12769	siddig
12770	individual heroism
12771	andy robinson
12772	margaret cho
12774	leslie neilsen
12775	sic transit gloria
12776	shine on by needtobreathe
12777	bad plot
12779	bad copy
12780	typical
12781	interesting story
12782	good actor
12783	shyamalan
12784	fun scifi
12785	showing in finland
12786	too upper class
12787	wild and fresh
12788	actress too old
12789	whit stillman meets diner
12791	utterly predictable ensemble flick
12792	movie to sees
12793	fine
12794	skinut
12796	sdb
12797	xgdh
12798	hngj
12799	dfg
12800	sdg
12802	xvgb
12803	fnxc
12804	jfd
12805	hp lovecraft
12806	forbidden planet for dummies
12807	multimovie monster
12808	oddesy ripoff
12812	to own
12814	old western
12815	rent or buy
12816	want to buy
12817	to buy
12818	burton
12819	best movie ever made
12820	my movies
12821	british humour
12822	dont call me shirley
12824	raped my childhood
12825	defies logic
12826	better than second
12829	a very good moive
12830	the best animation movie
12833	violent yet uplifting
12834	jimmy
12835	paulie
12836	yellow water
12837	hendry
12838	bold
12839	bad guy good
12840	empty
12841	great tunes
12842	watched every year
12843	nostra
12844	tommy
12845	goodfellas ii
12846	victory
12849	no way charles grodin
12850	good characters
12851	lacked substance
12852	cast
12854	eva mendez
12855	large
12856	candy hog
12857	perception
12860	plot
12861	perfection
12862	complete
12863	al and robert
12864	peer presssure
12865	coffee cake
12866	belivability
12869	tarantinos best
12871	lighting
12872	premise was very comfortable
12873	pods
12874	ect
12875	kuningas
12877	chow yun fat
12878	kate mara
12879	berlinale 2004
12880	berlinale 2002
12881	berlinale 2007
12882	tony leung chiu wai
12883	carrots
12884	the greater good
12885	fishing
12886	illogical
12887	obejrzane
12889	do kupienia
12891	do kina
12892	valtion vihollinen
12893	jason in space
12894	troma
12895	james franco
12896	book adaptation
12898	sports comedy
12899	legal drama
12900	political commentary
12901	anticorporation
12902	underdog triumph
12903	block
12904	big monster
12905	total bollocks
12906	superheroe
12907	children comedy
12908	triller religion
12909	limada
12910	fantasy scifi
12911	comedy drama adventure
12912	napoleon dynamite female version
12913	con
12914	son of a legend
12915	fellini at his best
12916	burocracy
12917	less fx
12918	meg fake orgasm
12919	de niro in pink
12921	new concept horror
12923	almodovar is growing up
12926	nicholson style
12927	mel eating dog food
12929	the perfect movie
12930	new wave action comedy
12931	better than the cartoon
12932	when travolta was thin
12933	the clever dumb gardener
12934	no moral dilema
12935	memory remains
12936	exploding money balloon
12937	knocked up in highschool
12938	godlike video game
12940	dark and mean
12941	dna curse
12943	spanking is good
12947	wings of freedom
12948	mature women will like
12949	talking to the ball
12952	future retrostyle
12953	trend maker
12954	more storyline
12955	beware of the bull
12957	free jumping
12958	finnland
12959	what
12962	the god steve martin
12963	forget the titans
12964	classic leone
12966	awful thriller
12967	classic lumet
12968	decent but forgettable
12970	great doc
12971	saw it ten times
12972	jake gylenhaal
12973	brad and angelina
12974	patricia arquette is amazing
12976	too much religion
12978	monica belucci
12979	see in imax
12981	hostage situation
12982	scifi comedy
12983	top 100
12984	ripe with cliches
12985	angels
12986	not too thrilled
12987	collin farrel
12989	cool and great music
12991	not by book
12993	jakie chan
12994	not worth your time
12996	cant stand rogue
12997	micheal keaton
12998	nair
12999	cheezy to the max
13000	billy bob thorton
13002	jodi foster
13004	joseph fiennes
13005	renee z
13006	r phoneix
13009	gwenth paltrow
13010	didnt get it
13011	il
13012	the best comic adaptation
13013	good but not accurate
13014	moore
13015	phenomenal
13016	lake forest
13017	harold lloyd
13018	silent comedy
13020	warmhearted
13022	antiwestern
13023	cosmic
13024	black history
13025	hal 9000
13026	critique of capitalism
13027	penguins gone wrong
13028	smart pets
13029	socially irrelevant
13030	docufiction
13032	mario bava
13033	dario argento
13034	val lewton
13035	jean cocteau
13036	misleading
13037	cruise as alphamale
13039	poor kids
13040	creepy goodness
13041	good not great
13043	genius horror
13044	too many dogs
13045	classic western
13046	may cause brain tumors
13047	obscenely funny
13048	tragically bad
13049	katie holmes should retire
13050	modern classic
13051	lame sequel
13052	viva violence
13053	bettie davis rules
13054	close to perfect
13055	truly great western
13056	awful adaptation
13057	love letter to rock
13059	suprisingly romantic
13060	underappreciated
13061	a failure
13062	weird and gross
13063	great cast awful movie
13064	why god why
13066	drug fun
13067	stupid horror
13068	brilliant horror
13069	unnecessary remake
13070	twisted genius
13071	dull
13072	evil sequel
13073	animated classic
13074	end the nightmare
13077	ali larter
13078	lone hero
13079	young heroes
13080	rpg heroes
13082	but lighter
13083	judy dench
13085	bruno ganz
13086	bush
13087	stories
13091	panis angelicus
13092	hymns
13093	pilgrims progress
13094	good war movie
13098	john bunyan
13099	road kill
13100	kleptomaniac
13101	change of heart
13103	titillating
13104	father dies
13106	dibujos bonita
13109	politics and race
13110	south park
13112	autowash
13114	somewhat predictable but interesting
13115	good at the time
13116	fxg
13117	playboy girl
13118	happy ending
13119	drama and commedy
13120	klling of a friend
13122	historic building
13123	special police forces
13124	urban violence
13125	alternative life
13126	reverse timeline
13127	world inside another world
13128	in the nucleus
13129	paulie shore
13130	bad idea
13131	how world works
13132	plan
13133	contemplative
13134	crimial
13135	ohuevanie
13136	bad realisation
13137	inrtavert
13138	good sound
13139	jm barrie
13141	astronomy
13143	robert heinlein
13144	midgets
13145	noel coward
13147	eb white
13150	dean koontz
13151	john steinbeck
13153	jerome bixby
13154	rhythm & blues
13156	subversive
13157	hg wells
13159	folk music
13160	imdb bottom 100
13161	mountains
13163	herman melville
13164	robert louis stevenson
13165	ernest hemingway
13166	prep school
13167	1950s housewives
13168	chuck palahniuk
13169	far future
13170	ass to ass
13171	erection
13172	alan parker
13173	journalist
13174	jesus dances with buddha
13175	cronenber debut
13177	manoel de oliveira
13178	unreal dialogue
13179	best christmas movie
13180	mnight shyamalan
13181	great effects
13185	vagina dentata
13186	obsessive quests
13187	religion:christianity
13189	bom
13191	engracado
13193	nao conheco
13194	nÃ£Â£o conheco
13195	muito bom
13196	interessante
13197	classico
13198	imbecil
13200	james mcavoy
13201	emanuelle seigner
13202	believer
13203	white race
13204	puzzlelike
13205	pseudoscience
13206	zooey deschanel
13207	star
13208	my
13210	great olympic story
13211	kinda slow
13213	the guy especially :p
13214	horny teenagersfunny :p
13216	good chick flick :p
13217	really interesting
13218	ulhas
13219	samurai fiction
13220	influencial
13225	book by nick hornby
13226	treat williams
13227	renegade crew
13228	iwo jima
13229	pearl harbor attack
13230	brain implants
13231	fran drescher
13232	supressed memories
13233	kelsey grammer
13234	billy zane
13235	haunting soundtrack
13236	us navy submarine
13237	dane cook
13238	superman tv show
13239	flagraising photograph
13240	robert wuhl
13241	george reeves suicide
13242	road trip adventure
13244	mathew broderick
13245	andy dick
13246	rusty sub
13247	james cagney
13248	rob scheider
13249	lauren holly
13250	juvenile pranks
13251	jim caviezel
13252	wwii comedydrama
13253	rebel commander
13255	ww ii
13257	george reeves
13258	real heroes
13260	50s & 60s music
13261	tony danza
13262	950s superman tv show
13263	tecnicolor
13265	mayan
13267	raw
13268	bruno kirby
13269	end of human
13270	humour
13274	end of world
13275	apocolyptic
13276	shia labeouf
13277	rom com
13280	owenwilson
13282	vincevaugh
13283	fuck
13284	bratpack
13286	great spaghetti epic
13287	somewhat entertaining
13288	acting and story
13289	beautiful use of color
13290	good asian violence flick
13291	temperature raising
13292	somewhat dated thriller
13296	charlize nails wuornos
13297	fun story and adventures
13298	blah movie about snuff
13299	overly tangled
13300	not woodys best
13301	great lines
13302	scary villain
13306	twin towers
13307	the humanity
13308	the dude
13309	tightrope
13310	christoper guest
13311	white collar gangstas
13312	90% drama 10% comedy
13313	crap dialog
13315	spelunking
13318	printer
13319	sascha baron cohen
13320	gosh
13321	great director
13322	inicom
13323	scientologist
13324	wilhelm
13325	frances
13326	ebay
13327	ford
13330	ozon
13331	muhammed ali
13332	dreyer
13333	telecine
13334	social message
13335	male
13336	puerile
13337	gags
13338	lousy story
13339	standard story but funy
13340	good adventure
13341	claustrofobic
13344	game based
13346	absolutely retarded
13349	lee pace
13350	masturbatory garbage
13351	chulpan khamatova
13352	moritz bleibtreu
13353	wierd love
13356	totalmente excelente
13359	remakeof:on the beach (1959)
13360	parks
13362	swing and a miss
13366	thats it
13367	dramatic irony
13369	straightforward
13370	shallow drama
13371	fast
13372	chick flic
13373	latin
13374	hollywood drama
13375	purple sky
13376	maffia
13377	roald dhal
13380	not an ironic title
13381	everyone needs to see
13384	oh so sexy
13385	like crack
13388	light sabers
13390	suprisingly funny
13393	naval story interests me
13395	valeri zolotukhin
13397	historic
13398	must show
13400	garden gnome
13401	regency england
13402	grim humor
13403	dumb teen
13404	whore
13406	swasbuckler
13407	period
13409	loop
13411	industrial progress
13412	animation disney
13414	morbid comedy
13415	spree
13416	scandal period
13417	wedding ceremony
13418	sc
13419	sf
13420	somewhat true story
13421	renaissance
13422	alien beings
13424	a favorite childhood movie
13425	tediously sacchrine
13426	ed norton is cut
13427	simply awful
13429	endearing
13433	christian bale is hot
13435	awesome music
13438	odd
13439	gave me a headache
13441	barely tolerable
13444	scary not funny
13445	tom waits
13447	has eddie izzard
13448	classic holiday movie
13449	sooo wrong
13450	wrong so wrong
13451	its made of people
13452	so long and wierd
13453	dave mckean
13454	shite
13455	true to novel
13456	perversion of hugos novel
13457	egyptian mythology
13458	quotable movie
13459	challenges prejudices
13461	unexpected classic from spielberg
13462	malefemale relationship
13463	lost world
13464	jew
13465	motherdaughter relationship
13466	deception
13467	secret identity
13469	business tycoon
13470	commerce
13471	based on play
13472	allmale cast
13473	paraller universe
13474	rock music
13475	sexual orientation
13476	miss maple
13477	child hero
13480	himalayas
13481	part animated
13482	lucid dreaming
13483	generation gap
13484	space combat
13485	rat
13486	fidelity
13488	based on video game
13491	human monster
13492	altering history
13493	abduction
13494	ancient civilization
13495	us navy
13496	survival horror
13497	paperboy
13498	comic sidekick
13501	based on manga
13503	teamwork
13504	christ allegory
13505	black humor
13506	innocence
13508	scientist hero
13509	sword and sorcery
13511	filmed play
13513	political repression
13514	handicapped
13516	cow
13517	cartoonreality crossover
13518	human experiment
13519	selfsacrifice
13520	graphic violence
13521	treasure hunt
13523	poetic justice
13525	black magic
13526	guesthouse
13527	individuality
13528	transvetism
13530	individualism
13531	prowar
13532	acceptance of change
13533	anthology
13534	insect
13535	motorcycle gang
13536	musician
13537	psycho triller
13538	american revolution
13539	human relationship
13540	sam spade
13543	absurdism
13545	1600s
13546	sportsmanship
13547	alternate timeline
13548	psychic power
13549	modern life
13551	shoa
13553	eco
13554	big boys with guns
13556	from novel
13559	jack nicholson is great
13560	best space horror
13561	average acting
13562	good sports movie
13563	boring and historically inaccurate
13564	belgian
13565	willem defoe
13567	cloying
13568	best of the genre
13569	raymond carver stories
13571	race relations
13572	newman/redford
13573	funniest action movie ever
13574	tom cruises best work
13575	oscar nominee: best screenplay
13576	soderbergh
13577	open range
13578	far and away
13579	steak
13580	burb
13581	jack black ^_^
13582	diablo
13583	tetris
13584	borring
13585	yay jack b :)
13586	actrion
13587	crowe
13589	hard rock
13590	heroin addiction
13591	ghost story
13592	motown
13595	ray charles
13596	live music
13597	glam rock
13598	wyatt earp
13599	soul music
13600	charlie chaplin
13601	rise and fall
13602	ditzy reesewitherspoon comedy
13604	noir spiral snow
13605	spaghetti westerm
13606	lynch dreams identites hollywood
13607	lesbian matrix noir
13609	silly action
13612	leone
13614	steroids
13615	metaphorical
13616	africanamerican
13617	three colors trilogy
13618	comitment
13619	to much of everything
13620	rifles
13621	manipulative
13624	great sci fi
13625	super funney
13627	surprisingly powerful
13629	wil wheaton
13630	corey feldman
13631	ancient books
13632	just plain stupid
13633	historic austrialian outback
13634	from an epic ballad
13635	horror of religion
13637	reincarnation
13638	the show is better
13639	suspense cut
13640	militaryindustrial complex
13641	patriot act
13642	silly humor
13644	frida kahlo
13645	wolfgang amadeus mozart
13646	hans christian andersen
13647	area 51
13648	fairytale adaptation
13649	swinging sixties
13650	ants
13651	ancient rome
13652	tampere
13653	guantanamo
13654	el salvador
13655	air war
13656	iris murdoch
13657	strangulation
13658	leadership
13660	che guevara
13661	psychoanalysis
13662	concentration camp
13663	clever congaming
13665	liz should see
13667	outofwater
13668	grun running
13669	napoleon
13670	greek
13672	south dakota
13674	audrey tatou
13677	dallas roberts
13680	joseph cross
13689	judi dench
13690	allison janney
13694	noah wyle
13695	toni collette
13697	rachel griffiths
13700	fairuza balk
13702	gaspard ulliel
13705	evan rachel wood
13711	geena davis
13712	chloe sevigny
13717	ben whishaw
13721	susan sarandon
13723	patrick fugit
13728	joseph gordonlevitt
13730	slick adventure tv remake
13731	dance comedy
13732	grand musical
13733	historical opinion
13734	historical fantasy
13735	slick tale
13736	offbeat subculture detective action
13738	hackman
13739	sequel boredom
13740	sequel bomb
13741	second city comedy
13742	historical grit
13743	slick pychodrama
13744	horrors
13745	sinatra
13746	slick novel
13747	rehash sequel
13749	historical lackluster
13750	loan shark
13751	singularity
13752	practicing speech
13753	eccentric
13754	strong room
13755	philosophycal
13757	john astin
13758	randolph scott
13759	ronald reagan
13760	kristen dunst
13761	chris kattan
13762	matthew broderick
13763	edward james olmos
13764	alice cooper
13765	steven speilberg
13766	barbara stanywick
13767	louise brooks
13768	gilda radner
13769	oliva de havilland
13770	ida lupino
13772	lon chaney
13773	devin sawa
13774	scott baio
13775	kevin klein
13776	peter frampton
13777	ben foster
13778	aerosmith
13779	fred astaire
13781	ethel barrymoore
13783	agnes moorehead
13784	spenser tracy
13785	ricki lake
13786	howard hawkes
13787	carol lombard
13789	wc fields
13790	universal horror
13791	working women
13792	clara bow
13793	shirley mcclaine
13794	brendan fraiser
13796	rosanne
13797	mae west
13798	edgar wright
13799	prison movie
13801	zero mostel
13802	ethan embry
13804	robert rodriguiz
13806	polly shore
13811	holocaust film
13812	stopmotion special effects
13813	filmed in palmdale
13815	martin landau
13816	bee gees
13817	fay wray
13818	muscial
13819	adrian brody
13820	queer cinema
13821	gladiator
13822	james l brooks
13823	john barrymore
13824	an excellent trilogy
13825	gay propaganda
13826	fascistic
13827	global terrorism
13828	rubbish
13830	decadence
13832	volcanoes
13833	music movie
13835	bad movies
13836	isaak asimov
13837	the wall
13838	obstination
13840	team work
13841	grand central terminal
13842	scientist experiments on self
13843	mocks black stereotypes
13846	casting change
13847	not a comedy
13848	financial disaster
13849	shakespeare references
13850	laurel&hardy
13851	future governors
13852	political satire
13853	expensive
13854	evil robot
13855	tv remake
13859	crappy fight choreography
13860	h r geiger
13862	exploding heads
13863	brain machine
13865	cute alien
13866	evil computer
13867	wacky scientist
13868	dino delaurentis
13869	covers a lifespan
13870	rocky horror
13871	stage play
13872	oneway time travel
13873	diner
13874	cryogenics
13875	massacred the book
13876	unfilmable original work
13877	food fight
13878	crime caper
13879	evil twin
13880	evil government
13881	vonnegut
13882	awesome fight choreography
13883	tv spinoff
13884	cute robot
13885	guiness
13886	brains
13887	stoppard
13889	bug hunt
13890	legal issues
13891	gangrape
13892	central park
13893	beaurocracy
13894	prententiously obscure
13896	howard cosell
13898	too many times seen
13899	unexpected classic
13900	estereotyped
13901	fascinating movie
13903	taco bell
13904	open ending
13906	gender issues
13907	america porn
13908	sociopath
13909	technique
13911	malcolm x
13914	zhang yimou
13916	italian history
13918	montgomery cliff
13919	amazingly racist
13920	omfg its a konspirisy
13921	morally ambiguous
13922	the series was better
13924	robert aldrich
13926	intentionally corny but touching
13933	spanish farce
13935	dissection
13936	seen 2005
13937	sand in uncomfortable places
13939	masculinity
13940	parochialism
13941	peking opera
13942	great stunts
13943	subtle
13944	sexuaity
13945	dare
13946	bees
13947	civilisation
13948	chopchop
13949	character
13950	right/wrong
13951	scholarship
13952	merrygoround
13953	comraderie
13956	flawless
13957	homages
13958	mccaulay culkin
13959	disney liveaction
13961	buffalo ny
13962	dancing movie
13963	racial issues
13964	drew
13967	newyork
13968	hongkong
13969	neko
13970	unlynch
13971	degrading to women
13972	did i see it
13974	red rum
13975	stodgy play
13977	aesthetically pleasing
13978	antiutilitarian
13979	devil child
13981	gay fave
13983	tony awards
13984	friday night fare
13988	pleasant
13989	saved by good editing
13990	observant
13991	studied latin
13992	samuel ljackson
13993	dont waste your time
13994	iron man
13995	lame anime
13996	frank lloyd wright
14001	you will love it
14006	a very touching
14008	also humours
14011	the drama is good
14013	this is funny
14018	hokey
14019	so there
14021	very touching
14022	midwife
14023	us legal system
14024	catholic church
14025	excessive coarseness
14026	great reveal
14028	christian fundamentalism
14029	hehehe
14030	missiledeflecting tray
14031	lots of rats
14033	sporks
14034	fun with botched suicides
14035	omigawd
14036	railgun
14039	locusts
14041	choose
14042	buscemi
14043	game on
14044	plan 9
14046	bmf
14047	zoom zoom
14048	ssh im hunting human
14049	praetorians
14050	flamingo
14053	bad dub
14054	blame canada
14056	holdem
14057	youre gonna die clown
14059	its people
14060	tankjacking
14062	corpse in the bed
14063	mess with the best
14064	dude
14065	save the empire
14066	fatality
14067	yestheydeservedtodie
14068	final fantasy
14069	andrew lloyd webber
14070	nice and campy
14075	real
14076	high school flic
14077	almost real
14078	great coen bros
14079	great translation
14080	up its own ass
14082	pizza beer
14083	unpredictable
14084	dance movie
14085	weird al
14086	ian mckellan
14087	wynona ryder
14088	john cameron mitchell
14089	jeremy piven
14090	scarlett johnasson
14092	harry connick jr
14093	topher grace
14094	hongkong style
14095	modern western classics
14096	wacky crime
14097	old scifi
14098	uss kearsarge (cv33)
14099	uss missouri
14100	uss carl vinscon (cvn70)
14101	uss enterprise (cvn65)
14102	andrew klavan
14103	uss reuben james
14104	carl hiaasen
14106	uss ranger (cv 61)
14107	uss blueback
14108	extravagant
14109	coen
14110	bad whit stillman
14111	arch
14115	about a girl
14118	sandals
14119	man sandals
14121	stupid people
14122	slice of life
14123	working sucks
14125	pua
14126	slacking
14128	ians fav
14129	classic romance
14130	young age classic
14131	chris rock
14132	disney but still great
14133	natural vs artificial enhancement
14134	di caprio
14135	apartheid
14139	transvestite
14140	postcollege
14143	silvester stalone
14144	king kong
14145	digusting
14146	hillbillies
14147	berlinale 2008
14148	apnoe diving
14149	wouldnt see again
14150	shahrukh khan
14151	indian
14152	metamovie
14154	tv series
14155	spielberg/lucas
14156	astaire/kelly musical
14157	xmas movie
14158	charlie hunnam
14159	drew goddard
14160	edward furlong
14161	aidan gillen
14162	damian lewis
14163	rita moreno
14164	chiwetel ejiofor
14165	sarah michelle gellar
14166	david boreanaz
14167	kamala
14168	own it
14170	rupert grint
14171	justin timberlake
14173	justin kirk
14174	madsen
14176	guk
14177	horas
14178	hack the system
14179	waking up
14180	clever dialog
14181	(s)vcd
14182	dry funny
14183	wierd story
14184	lustig
14185	the quintessential romantic comedy
14186	lopez
14187	awfull russian language
14188	avantgarde romantic comedy
14189	the best movie ever
14191	entisajat
14194	no opening credits
14195	skyscraper
14196	compadres
14197	matchmaking
14198	sword and fantasy
14199	no title at beginning
14200	tommy gun
14203	boy
14204	treehouse
14205	pedo
14206	english comedy
14207	tall tale
14208	clandestine
14210	heroic
14211	southern comedy
14212	excessive violence
14213	a comedy
14215	80s humor
14216	fast cars
14217	girl movie
14219	ugh
14220	boring as shit
14222	funny once
14223	mexian wrestler
14224	not well done
14225	eagles
14226	military hero
14227	multiple points of view
14228	kids with guns
14229	stupid ending
14230	vince papale
14231	really long
14233	spectacular cinematography
14235	disturbed kid
14237	laid back guy
14239	pretty bad
14240	powerful message about hate
14241	funny zellweger
14242	good car chase
14243	cool sewer chase scene
14245	really cool idea
14246	extremely vulgar
14247	good cinematography
14248	dull ending
14251	saigo takamori
14252	far fetched
14253	creepy dude
14254	blind guy
14255	slow developing
14256	somewhat awkward
14258	weird story
14259	makes you jump
14260	not great
14261	visuals
14263	meets future self
14264	blah ending
14267	incredible chariot race
14268	very well done
14272	crude
14273	satire about smoking
14274	but good
14275	not good
14276	long and repetitive
14277	dummies
14278	choppy style
14279	tom hanks is great
14280	wwi
14281	tough guy
14282	similar to crash
14283	stupid twist
14284	sound effects
14286	bolshevik revolution
14288	pedofile
14289	antiwar commentary
14290	very creepy
14291	cool style
14292	glory
14296	funny auction scene
14297	cool concept
14298	sylish
14300	cool movie
14301	engineers in training
14303	u2 song
14304	young natalie portman
14305	ugly
14307	coccaine
14310	professor xavier
14311	fameke jasson
14314	anime miyazaki
14315	one of hitcocks best
14316	peter segal
14317	tony bancroft
14318	matt damon(written by)
14319	chris noonan
14320	matthew modine
14321	roger corman
14322	rrobert carlyle
14323	konstantin khabensky
14324	joel coen
14325	paul hunter
14326	andy wachowski
14327	peter weller
14328	samuli torssonen
14330	betty thomas
14331	jay roach
14332	gary trousdale
14333	steve box
14334	kasi lemmons
14335	chuck russell
14336	stephen norrington
14337	hironobu sakaguchi
14340	kirk wisedisney
14341	irwin winkler
14342	vladimir menshov
14343	stephen sommers
14344	tyler hoechlin
14345	téa leoni
14346	stephen herek
14347	gore verbinski
14348	henry thomas
14349	robert wise
14350	paul weitz
14351	curtis hanson
14352	randal kleiser
14353	mike newell
14354	mike gabriel
14355	james wong
14356	jesse dylan
14357	bob baker
14360	alexander witt
14361	jan de bont
14362	phil alden robinson
14363	wyll ferrell
14364	byron haskin
14365	f gary gray
14366	joseph melito
14367	marc forster
14368	ethan coen
14369	michael rymer
14370	vvin diesel
14371	joe johnston
14372	matrin lawrecne
14373	will ferrel
14374	keenen ivory wayans
14375	michael vejar
14376	barry levinsoon
14377	jonathan haze
14378	andrew adamson
14379	bruce hunt cole hauser
14380	bill pullman
14381	anson mount
14382	steve oedekerk
14383	eddie cibrian
14384	kunihiko yuyama
14385	tom dey
14386	brad silberling
14387	paul greengrass
14388	gene barry
14389	bernard rose
14390	michael cimino
14391	richard donner
14392	ken kirzinger
14394	warwick davis
14395	ronny yu
14396	morris chestnut
14397	jerry zucker
14398	ivan reitman
14399	mamoru oshii
14400	peter cattaneo
14401	brett ratner
14402	mike ditka
14403	alec guinnes
14404	chialiang liu
14405	nancy meyers
14406	ben affleck(written by)
14407	moto sakakibara (codirector)
14408	sharon maguire
14410	robert clouse
14411	wolfgang becker
14412	michael haigney
14413	chris wedge
14414	barry sonnenfeld
14415	walter salles
14416	simon west
14417	todd phillips
14418	garth jennings
14419	penny marshall
14420	wesleys snipes
14421	mimi leder
14422	lee tamahori
14423	eric goldberg
14425	brent spiner
14426	mark l lester
14428	directed byralph bakshi
14429	bobby farrelly
14430	freddie highmore
14431	danny leiner
14432	eric bress
14433	stuart baird
14434	barry levinson
14435	carlos saldanha (codirector)
14437	barry cook
14438	nicholas meyer
14439	zack snyder
14440	yunfat chow
14441	peter lord
14442	filmed in ayr
14443	scary funny
14446	alan alda
14447	downer ending
14448	racial stereotypes
14449	tarsem
14450	totally overlooked
14451	oversize clothing
14452	politically incorrect
14453	attica
14454	singing animals
14456	directors cut is better
14457	horror classic
14458	childrens drama
14459	cult of persona
14460	hiphop
14463	chloris leachman is hilarious
14464	very good chick flick
14468	with sb as odysseus
14473	dbd
14475	narnia
14476	subtitled
14477	lady and the tramp
14478	cape fear
14480	dangerous minds
14481	goonies
14482	great thriller
14483	tomb
14484	harry
14485	kill
14486	cage
14489	headless
14490	cyrano
14491	primal
14492	gane
14493	best war film
14494	impressive
14495	medieval tale
14496	chaos
14497	marvelous
14498	let there be light
14499	silly propaganda
14500	classic jack
14502	ray liotta sucks
14503	biomedical ethics
14504	super scary
14506	activism
14507	smart kids
14508	purpose in life
14509	super weird
14510	strong woman
14511	ethics
14512	too scary
14514	outsider
14515	moral dilemma
14516	ralph nader
14517	strike
14519	happy
14520	dance along
14521	transphobia
14522	teaching
14523	romanian
14524	smart
14525	outsiders
14527	cute romance
14529	gotta watch 2x
14530	aolivier martinez
14531	mosaic
14533	couldve been worse
14534	de niro delivers
14535	not scary
14538	eyecandy
14540	unremarkable
14541	worth seeing
14542	booooooring
14544	only good once
14545	forgotten
14547	inane
14549	one watch only
14550	david cross
14555	slaughtered the book
